Habitat	motility	spore production	Genus name	species name	strain name
seawater	gliding	no	Salinimicrobium	marinum	KMM 6270
marine sediment	not indicated	yes	Streptomyces	nanhaiensis	SCSIO 01248
other	non-motile	no	Corynebacterium	canis	1170
other	__motile, but unspecified structure__	not indicated	Simiduia	Areninigrae	M2-5
hotspring	flagella	yes	Moorella	humiferrea	64-FGQ
plant associated	non-motile	yes	Pseudonocardia	tropica	YIM 61452
other			Saccharothrix	variisporea	Saccharothrix variisporea
soil	not indicated	yes	Saccharothrix	variisporea	NRRL B-16296
soil	__motile, but unspecified structure__	yes	Paenibacillus	sophorae	S27T
wastewater	non-motile	no	Flavobacterium	haoranii	LQY-7
wastewater	non-motile	no	Sphingobacterium	wenxiniae	LQY-18
other	not indicated	yes	Micromonospora	yangpuensis	FXJ6.011
food product	non-motile	no	Streptococcus	lactarius	MV1T
estuarine sediment	non-motile	not indicated	Ruegeria	faecimaris	HD-28T
other	non-motile	no	Flavobacterium	dongtanense	LW30T
human - mouth	not indicated	no	Mycobacterium	heraklionense	GN-1
soil	gliding	no	Lysobacter 	ruishenii	CTN-1T
marine sediment		yes	Spinactinospora	alkalitolerans	Spinactinospora alkalitolerans
plant associated	not indicated	no	Rhizobium	vignae	CCBAU 05176T
plant associated	non-motile	no	Paracoccus	sphaerophysae	Zy-3T
soil	non-motile	no	Pedobacter	ginsenosidimutans	THG-45
other	__motile, but unspecified structure__	no	Erwinia	typographi	DSM 22678
marine sediment	non-motile	not indicated	Lutibacter	flavus	IMCC1507
other	non-motile	no	Roseomonas	pecuniae	N75T
bioreactor	non-motile	yes	Thermoanaerobacter	pentosaceus	DTU01
other	__motile, but unspecified structure__		Marinobacterium	coralli	Marinobacterium coralli
other	__motile, but unspecified structure__	not indicated	Marinobacterium	coralli	R-40509
other	__motile, but unspecified structure__	not indicated	Marinobacterium	coralli	R-40509T
estuarine sediment	flagella	yes	Paenibacillus	chungangensis	CAU9038T
marine sediment	__motile, but unspecified structure__	yes	Paenibacillus	chungangensis	Paenibacillus chungangensis
marine sediment	flagella	yes	Paenibacillus	chungangensis	CAU 9038
other	non-motile	yes	Paenibacillus	puldeungensis 	CAU 9324T 
__freshwater (river, lake, pond)__	non-motile	not indicated	Pedobacter	tournemirensis	TF5-37.2-LB10
marine sediment	flagella	no	Aquamicrobium	aestuarii	G210
marine sediment	__motile, but unspecified structure__	not indicated	Halobellus	limi	TBN53
marine sediment	flagella	yes	Amphibacillus	marinus	J1
other	non-motile	no	Mycetocola	manganoxydans	MB1-14
other	flagella	not indicated	Vibrio	caribbeanicus	N384
soil	not indicated	yes	Streptomyces	zinciresistens	CCNWNQ 0016T
plant associated	non-motile	no	Pseudonocardia	artemisiae	YIM 63587T
hypersaline environment	not indicated	yes	Salinactinospora	qingdaonensis	CXB832
human - mouth	non-motile	no	Myroides	phaeus	MY15
other	non-motile	no	Litoribacter	ruber	YIM CH208
soil	flagella	no	Azospirillum	formosense	CC-Nfb-7
hypersaline environment	__motile, but unspecified structure__	no	Halanaerobacter	jeridensis	CEJFG43
seawater	__motile, but unspecified structure__	not indicated	Kordiimonas	aquimaris	MEBiC06554
hypersaline environment	flagella	not indicated	Desulfonatronobacter	acidivorans	APT2
food product	non-motile	no	Jeotgalicoccus	coquinae	MK-7T
other	non-motile	no	Jeotgalicoccus	coquinae	Jeotgalicoccus coquinae
other	non-motile	no	Jeotgalicoccus	coquinae	MK-7
food product	non-motile	no	Jeotgalicoccus	aerolatus	MPA-33T
other	non-motile	no	Jeotgalicoccus	aerolatus	MPA-33
soil	gliding	not indicated	Flavitalea	gansuensis	JCN-23
__freshwater (river, lake, pond)__	non-motile	not indicated	Flavobacterium	dankookense	ARSA-19
__freshwater (river, lake, pond)__	non-motile	no	Aquabacterium	limnoticum	ABP-4
plant endophyte	flagella	no	Rhizobium	halophytocola	YC6881
other	non-motile		Kangiella	spongicola	A79T
other	non-motile	no	Chryseobacterium	chaponense	Chryseobacterium chaponense
other	non-motile	no	Chryseobacterium	chaponense	Sa 1147-06T
soil	non-motile	no	Sphingobacterium	kyonggiense	2002/1/2
__freshwater (river, lake, pond)__	flagella	no	Chitinivorax	tropicus	KL-9
plant associated	non-motile	yes	Streptomyces	endophyticus	YIM 65594
plant endophyte	non-motile	not indicated	Rhodococcus	Artemisiae	YIM 65754
plant associated	non-motile	yes	Streptomyces	endophyticus	YIM 65642
plant associated	non-motile	yes	Streptomyces	endophyticus	YIM 65638
marine sediment	flagella	not indicated	Ferrimonas	sediminum	JYr13
other	non-motile	not indicated	Halomonas	smyrnensis	AAD4
other	__motile, but unspecified structure__	not indicated	Halomonas	smyrnensis	AAD17
plant endophyte	non-motile	not indicated	Promicromonospora	endophytica	EUM 273
plant associated	__motile, but unspecified structure__	yes	Bacillus	endoradicis	CCBAU 05776
other	flagella	not indicated	Devosia	psychrophila	Cr7-05
seawater	flagella		Nitratireductor	indicus	Nitratireductor indicus
seawater	flagella	not indicated	Nitratireductor	indicus	C115T
__freshwater (river, lake, pond)__	non-motile	not indicated	Enterococcus	ureasiticus	CCRI-16986
__freshwater (river, lake, pond)__	non-motile	not indicated	Enterococcus	quebecensis	CCRI-16985
other	flagella	yes	Bacillus	nanhaiensis	JSM082006T
soil	__motile, but unspecified structure__	not indicated	Microbacterium	oryzae	MB10
marine sediment	flagella	not indicated	Shewanella	Arctica	IR 12
other	non-motile	not indicated	Corallomonas	stylophorae	KTSW-6
other	flagella	not indicated	Parvibaculum	hydrocarboniclasticum	EPR92
seawater	non-motile	no	Pseudahrensia	aquimaris	HDW-32
__freshwater (river, lake, pond)__	flagella	yes	Bacillus	daliensis	DLS13
hotspring	flagella	no	Carboxydocella	manganica	SLM 61
other	flagella	yes	Virgibacillus	campisalis	IDS-20
wastewater	flagella	no	Brassicibacter	mesophilus	BM
__freshwater (river, lake, pond)__	flagella	no	Pseudorhodoferax	aquiterrae	NAFc-7
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Delftia	litopenaei	wsw-7
seawater	flagella	no	Caloramator	mitchellensis	VF08T 
soil	flagella	not indicated	Halomonas	ramblicola	RS-16
other	non-motile	not indicated	Nocardioides	Alpinus 	Cr7-14
other	non-motile	not indicated	Arthrobacter	cryoconiti	Cr6-08
other	non-motile	not indicated	Alpinimonas	psychrophila	Cr8-25
plant associated	non-motile	no	Arthrobacter	siccitolerans	4J27
marine sediment	__motile, but unspecified structure__	no	Chungangia	koreensis	9163
other	non-motile	no	Enterococcus	lactis	BT159
other	__motile, but unspecified structure__	yes	Sporosarcina	newyorkensis	6062
soil	not indicated	no	Mycobacterium	litorale	F4
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
__freshwater sediment (river, lake, pond__	flagella	not indicated	Rhodobacter	viridis	JA737
marine sediment	__motile, but unspecified structure__	no	Silanimonas	mangrovi	AK13
other	non-motile	no	Lactobacillus	hominis	61D
other	__motile, but unspecified structure__	no	Budvicia	diplopodorum	D9
bioreactor	not indicated	no	Gordonia	phosphorivorans	Ca8
bioreactor	not indicated	no	Gordonia	phosphorivorans	Ca14
food product	not indicated	yes	Citeromyces	nyonsensis	CLIB 1303
plant associated	non-motile	not indicated	Weissella	fabalis	M75
soil	not indicated	yes	Streptomyces	atacamensis	C60
other	__motile, but unspecified structure__	yes	Lysinibacillus	meyeri	WS 4626
food product	__motile, but unspecified structure__	yes	Virgibacillus	halotolerans	WS 4627
other	__motile, but unspecified structure__	yes	Domibacillus	robiginosus	WS 4628
other	non-motile	not indicated	Arsenicicoccus	dermatophilus	KM894/11
other	non-motile	no	Pseudarcicella	hirudinis	E92
other	not indicated	no	Microbacterium	murale	 01-Gi-001
seawater	non-motile	not indicated	Actibacterium	mucosum	R46
hotspring	non-motile	no	Fonticella	tunisiensis	BELH25
other	__motile, but unspecified structure__	no	Herminiimonas	contaminans	CCUG 53591
__freshwater (river, lake, pond)__	flagella	no	Aeromonas	australiensis	266
other	non-motile	yes	Alicyclobacillus	consociatus	CCUG 53762
food product	non-motile	no	Lactobacillus	porcinae	LMG 26767
other	__motile, but unspecified structure__	no	Sphingopyxis	italica	SC13E-S71
other	non-motile	yes	Paenibacillus	vulneris	CCUG 53270
__freshwater (river, lake, pond)__	flagella	no	Derxia	lacustris	HL-12
soil	__motile, but unspecified structure__	yes	Geodermatophilus	normandii	CF5/3
marine sediment	__motile, but unspecified structure__	no	Phaeobacter	leonis	306
soil	__motile, but unspecified structure__	not indicated	Falsirhodobacter	halotolerans	JA744
other	non-motile	not indicated	Myroides	guanonis	IM13
soil	non-motile	not indicated	Erythrobacter	odishensis	JA747
soil	non-motile	not indicated	Pontibacter	odishensis	JC130
hypersaline environment	__motile, but unspecified structure__	not indicated	Cohaesibacter	haloalkalitolerans	JC131
seawater	non-motile	no	Tamlicoccus	marinus	MSW-24
__freshwater (river, lake, pond)__	non-motile	no	Fluviimonas	pallidilutea	TQQ6
__freshwater (river, lake, pond)__	flagella	no	Lacibacterium	aquatile	LTC-2
other	non-motile	not indicated	Methylomonas	paludis	MG30
other	non-motile	no	Nocardioides	albertanoniae	CD40127
marine sediment	non-motile	no	Vallitalea	guaymasensis	Ra1766G1
hypersaline environment	__motile, but unspecified structure__	not indicated	Spirochaeta	sphaeroplastigenens	JC133
hotspring	non-motile	no	Cecembia	calidifontis	RQ-33
other	__motile, but unspecified structure__	yes	Geodermatophilus	telluris	CF9/1/1
seawater	non-motile	no	Mesotoga	infera	VNs100
soil	non-motile	not indicated	Vogesella	alkaliphila	JC141
wastewater	not indicated	not indicated	Sphingomonas	canadensis	FWC47
soil	non-motile	no	Burkholderia	terrestris	LMG 22937
soil	non-motile	no	Burkholderia	humi	LMG 22934
soil	non-motile	no	Burkholderia	telluris	LMG 22936
built environment	non-motile	no	Corynebacterium	frankenforstense	ST18
food product	non-motile	no	Corynebacterium	lactis	RW2-5
__freshwater (river, lake, pond)__	non-motile	not indicated	Flavobacterium	aquaticum	JC164
soil	non-motile	not indicated	Litoribacter	alkaliphilus	JC166
soil	non-motile	not indicated	Mongoliicoccus	alkaliphilus	JC165
plant associated	__motile, but unspecified structure__	not indicated	Burkholderia	sprentiae	WSM5005
other	not indicated	yes	Moorella	stamsii	E3-O
other	not indicated	no	Methanospirillum 	Methanospirillum stamsii	Pt1
soil	non-motile	not indicated	Humibacter	antri	D7-27
soil	non-motile	no	Spelaeicoccus	albus	D3-40
other	not indicated	not indicated	Mycobacterium	bourgelatii	MLB-A84
soil	flagella	no	Pseudomonas	guariconensis	PCAVU11
food product	non-motile	no	Lactobacillus	mudanjiangensis	11050
food product	non-motile	no	Lactobacillus	songhuajiangensis	19-Jul
food product	non-motile	no	Lactobacillus	nenjiangensis	11102
other	flagella		Bacillus	Bacillus pervagus	 8-4-E12
other	flagella		Bacillus	Bacillus andreesenii	8-4-E13
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani 	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus 	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
other	not indicated		Streptococcus	Streptococcus dentisani	7747
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	
human - mouth	non-motile	no	Streptococcus	dentisani	7746
human - mouth	non-motile	no	Streptococcus	dentisani	7747T
human - mouth	non-motile	no	Streptococcus	dentisani	7747
plant associated	flagella	no	Methylophilus	glucosoxydans	B
__freshwater (river, lake, pond)__	non-motile	no	Inhella	fonticola	TNR-25
other	non-motile	not indicated	Altererythrobacter	xinjiangensis	S3-63
__freshwater sediment (river, lake, pond__	flagella	not indicated	Iodobacter	limnosediminis	E1
other	flagella	yes	Bacillus	eiseniae	A1-2
other	flagella	not indicated	Oceanicaulis	stylophorae	GISW-4
seawater	flagella	not indicated	Vibrio	marisflavi	WH134T
soil	non-motile	not indicated	Phenylobacterium	muchangponense	A8
other	non-motile	not indicated	Acinetobacter	indicus	A648
soil	gliding	not indicated	Pedobacter	Arcticus	A12
hypersaline environment	__motile, but unspecified structure__	not indicated	Amphibacillus	cookii	 JW/BP-GSL-QD
human - mouth	non-motile	no	Stomatobaculum	longum	DSM 24645
soil	flagella	no	Massilia	tieshanensis	TS3
other	__motile, but unspecified structure__	no	Salinisphaera	orenii	MK-B5
other	not indicated	not indicated	Mongoliitalea	lutea	MIM18
hypersaline environment	non-motile	no	Fodinibius	salinus	YIM D17
other	__motile, but unspecified structure__		Halosimplex	Halosimplex pelagicum	R2
other	__motile, but unspecified structure__		Halosimplex	Halosimplex pelagicum	R2
other	__motile, but unspecified structure__		Halosimplex	Halosimplex eubrum	R27
marine sediment	gliding	no	Marinoscillum	luteum	SJP7
soil	not indicated	not indicated	Sphingomonas	formosensis	CC-Nfb-2
soil	non-motile	no	Chryseobacterium	vietnamense	GIMN1.005
hypersaline environment	flagella	no	Pectinatus	brassicae	TY
other	non-motile	not indicated	Psychrobacter	sanguinis	13983
other	non-motile	no	Deinococcus	reticulitermitis	TM-1
seawater	non-motile	no	Mesonia	ostreae	T-y2
marine sediment	non-motile	not indicated	Lutibacter	Aestuarii	MA-My1
other	non-motile	not indicated	Halomonas	smyrnensis	AAD21
marine sediment	non-motile	no	Muricauda	beolgyonensis	BB-My12
plant associated	non-motile	no	Burkholderia	symbiotica	JPY-345
__freshwater (river, lake, pond)__	non-motile	not indicated	Arcicella	rigui	NSW-5
__freshwater (river, lake, pond)__	non-motile	not indicated	Arcicella	rigui	NSW-5
plant associated	flagella	no	Microvirga	lotononidis	WSM3557
plant associated	flagella	no	Microvirga	zambiensis	WSM3693
plant associated	__motile, but unspecified structure__	no	Burkholderia	diazotrophica	JPY461
seawater	gliding	not indicated	Winogradskyella	Aquimaris	DPG-24
soil	non-motile	no	Rhizobium	tarimense	PL-41
other	not indicated	no	Lactobacillus	xiangfangensis	3.1.1
NA	not indicated	no	Leuconostoc	mesenteroides	LMG 8159
human - mouth	non-motile	not indicated	Nocardia	amikacinitolerans	W9988
plant associated	non-motile	yes	Streptomyces	kebangsaanensis	SUK12
other	flagella	not indicated	Devosia	glacialis	Cr4-44
seawater	gliding	no	Flavivirga	Amylovorans	JC2681
seawater	gliding	no	Flavivirga	jejuensis	JC2682
other	non-motile	no	Staphylococcus	agnetis	2006/4/14
plant associated	non-motile	no	Aequorivita	viscosa	8-1b
other	non-motile	not indicated	Polaromonas	cryoconiti	Cr4-35
other	non-motile	not indicated	Polaromonas	glacialis	Cr4-12
other	flagella	no	Helicobacter	heilmannii	ASB1
human - fecal	non-motile	no	Blautia	stercoris	GAM6-1
human - fecal	non-motile	no	Blautia	faecis	M25
other	non-motile	not indicated	Otariodibacter	oris	Baika1
other	non-motile	not indicated	Mucilaginibacter	angelicae	GG-w14
other	flagella	no	Sphingomonas	endophytica	YIM 65583
soil	non-motile	no	Pedobacter	boryungensis	BR-9
soil	not indicated	yes	Streptomyces	gramineus	JR-43
soil	not indicated	yes	Catenulispora	graminis	BR-34
seawater	flagella	not indicated	Thalassobius	maritimus	GSW-M6
wastewater	non-motile	no	Sphingobium	jiangsuense	BA-3
hypersaline environment	flagella	not indicated	Desulfobulbus	alkaliphilus	APS1
other	__motile, but unspecified structure__	not indicated	Cesiribacter	roseus	311
soil	gliding	not indicated	Pedobacter	ginsengiterrae	DCY49
soil	gliding	no	Flavobacterium	ginsengisoli	DCY54
plant associated	not indicated	not indicated	Rhizobium	taibaishanense	CCNWSX 0483
soil	flagella	not indicated	Brevundimonas	viscosa	F3
soil	not indicated	not indicated	Massilia	flava	Y9
plant associated	non-motile	no	Martelella	endophytica	YC6887
plant associated	flagella	no	Hoeflea	suaedae	YC6898
wastewater	non-motile	no	Burkholderia	zhejiangensis	OP-1
hotspring	non-motile	no	Thermosyntropha	tengcongensis	L-60
plant associated	not indicated	no	Starmerella	jinningensis	Ym24410
seawater	not indicated	not indicated	Celeribacter	baekdonensis	L-6
other	non-motile	not indicated	Aquimarina	gracilis	PSC32
other	gliding	not indicated	Aquimarina	mytili	PSC33
other	non-motile	no	Mycobacterium	iranicum	M05
wastewater	non-motile	yes	Defluviitalea	saccharophila	LIND6LT2
wastewater	non-motile	no	Macellibacteroides	fermentans	LIND7H
__freshwater sediment (river, lake, pond__	non-motile	not indicated	Methanobacterium	lacus	17A1
__freshwater (river, lake, pond)__	flagella	no	Rheinheimera	tilapiae	Ruye-90
__freshwater (river, lake, pond)__	gliding	not indicated	Flavobacterium	tilapiae	Ruye-71
__freshwater (river, lake, pond)__	non-motile	no	Gemmobacter	tilapiae	Ruye-53
seawater	non-motile	not indicated	Erythrobacter	marinus	HWDM-33
other	not indicated	not indicated	Xenorhabdus	khoisanae	SF87
seawater	non-motile	not indicated	Mariniflexile	Aquimaris	HWR-17
soil	non-motile	yes	Nocardia	goodfellowii	A2012
soil	non-motile	not indicated	Nocardia	thraciensis	A2019
soil	not indicated	not indicated	Actinoplanes	Abujensis	A4029
soil	non-motile	yes	Nonomuraea	jabiensis	A4036
soil	non-motile	yes	Actinomadura	geliboluensis	A8036
soil	non-motile	not indicated	Amycolatopsis	magusensis	KT2025
__freshwater sediment (river, lake, pond__	not indicated	not indicated	Williamsia	limnetica	L1505
other	non-motile	not indicated	Ruegeria	conchae	TW15
marine sediment	flagella	not indicated	Oceanisphaera	sediminis	TW92
soil	non-motile	not indicated	Knoellia	locipacati	DMZ1
__freshwater sediment (river, lake, pond__	__motile, but unspecified structure__	no	Alkalitalea	saponilacus	SC/BZ-SP2
hypersaline environment	non-motile	not indicated	Halovenus	Aranensis	EB27
hypersaline environment	non-motile	not indicated	Salinibacter	iranicus	CB7
hypersaline environment	non-motile	not indicated	Salinibacter	luteus	DGO
other	flagella	no	Marinobacter	xestospongiae	UST090418-1611
seawater	non-motile	no	Erythrobacter	pelagi	UST081027-248
soil	non-motile	not indicated	Intrasporangium	mesophilum	YIM 49065
marine sediment	__motile, but unspecified structure__	not indicated	Halomicrobium	zhouii	TBN51
marine sediment	__motile, but unspecified structure__	not indicated	Microbacterium	sediminis	YLB-o1
soil	non-motile	no	Isoptericola	nanjingensis	H17
soil	non-motile	not indicated	Pontibacter	populi	HYL7-15
soil	flagella	yes	Bacillus	ginsengisoli	DCY53
__freshwater sediment (river, lake, pond__	not indicated	yes	Longimycelium	tulufanense	TRM 46004
plant associated	not indicated	no	Bradyrhizobium	daqingense	CCBAU15774
plant associated	not indicated	no	Bradyrhizobium	huanghuaihaiense	CCBAU 23303
other	flagella	no	Dyella	jiangningensis	SBZ3-12
wastewater	non-motile	no	Brevibacterium	daeguense	2C6-41
wastewater	__motile, but unspecified structure__	no	Georgenia	daeguensis	2C6-43
wastewater	non-motile	no	Nocardioides	daeguensis	2C1-5
other	gliding	no	Corallibacter	vietnamensis	KMM 6217
other	non-motile	no	Leuconostoc	miyukkimchii	M2
wastewater	non-motile	no	Pseudoclavibacter	caeni	MJ28
marine sediment	not indicated	no	Gulosibacter	chungangensis	CAU 9625
plant associated	__motile, but unspecified structure__	not indicated	Rosenbergiella	nectarea	8N4
__freshwater sediment (river, lake, pond__	not indicated	yes	Streptomyces	aidingensis	TRM 46012
other	non-motile	no	Riemerella	columbipharyngis	8151
other	__motile, but unspecified structure__	no	Eilatimonas	milleporae	MD2
soil	flagella	yes	Cohnella	Arctica	M9-62
soil	flagella	not indicated	Lysobacter	Arseniciresistens	ZS79
soil	__motile, but unspecified structure__	not indicated	Skermanella	stibiiresistens	SB22
plant associated	__motile, but unspecified structure__	no	Mesorhizobium	muleiense	 CCBAU 83963
hypersaline environment	__motile, but unspecified structure__	yes	Natranaerobaculum	magadiense	Z-1001
other	non-motile	no	Lactobacillus	futsaii	YM 0097
NA	non-motile	not indicated	Mongoliicoccus	roseus	MIM28
soil	non-motile	no	Flavobacterium	ummariense	DS-12
other	non-motile	no	Streptococcus	hongkongensis	HKU30
wastewater	non-motile	no	Paracoccus	limosus	NB88
seawater	non-motile	not indicated	Postechiella	marina	M091
seawater	gliding	not indicated	Winogradskyella	damuponensis	F081-2
seawater	non-motile	not indicated	Sagittula	marina	F028-2
seawater	non-motile	not indicated	Psychroserpens	damuponensis	F051-1
other	flagella	no	Phorcysia	thermohydrogeniphila	HB-8
seawater	non-motile	no	Kangiella	geojedonensis	YCS-5
seawater	non-motile	not indicated	Tropicimonas	Aquimaris	DPG-21
soil	not indicated	not indicated	Melghirimyces	Algeriensis	NariEX
wastewater	__motile, but unspecified structure__	no	Variovorax	defluvii	2C1-b
plant associated	non-motile	yes	Kribbella	endophytica	PIP 118
other	flagella	not indicated	Legionella	steelei	IMVS-3376
soil	non-motile	yes	Saccharothrix	hoggarensis	SA181
other	non-motile	no	Knoellia	flava	TL1
seawater	gliding	no	Tenacibaculum	geojense	YCS-6
seawater	not indicated	no	Algoriphagus	namhaensis	DPG-3
seawater	gliding	no	Marinivirga	aestuarii	KYW371
marine sediment	not indicated	not indicated	Flammeovirga	pacifica	WPAGA1
hotspring	__motile, but unspecified structure__	yes	Brevibacillus	Aydinogluensis	PDF25
plant associated	non-motile	no	Microbulbifer	mangrovi	DD13
hypersaline environment	__motile, but unspecified structure__	yes	Saliterribacillus	persicus	X4B
other	__motile, but unspecified structure__	yes	Ornithinibacillus	halophilus	G8B
hypersaline environment	__motile, but unspecified structure__	yes	Bacillus	halosaccharovorans	E33
hypersaline environment	non-motile	yes	Alteribacillus	bidgolensis	P4B
hypersaline environment	__motile, but unspecified structure__	yes	Bacillus	salsus	A24
hypersaline environment	non-motile	yes	Bacillus	persicus	B48
other	non-motile	no	Phaeocystidibacter	luteus	PG2S01
other	non-motile	no	Flavobacterium	xueshanense	Sr22
other	non-motile	no	Flavobacterium	urumqiense	Sr25
__freshwater (river, lake, pond)__	non-motile	no	Terriglobus	aquaticus	03SUJ4
__freshwater (river, lake, pond)__	non-motile	no	Roseomonas	riguiloci	03SU10-P
hypersaline environment	non-motile	not indicated	Amycolatopsis	salitolerans	TRM F103
plant associated	non-motile	no	Sphingomonas	cynarae	SPC-1
hypersaline environment	flagella	yes	Gracilibacillus	kekensis	K170
soil	non-motile	no	Sphingomonas	indica	Dd16
marine sediment	__motile, but unspecified structure__	not indicated	Halobellus	salinus	CSW2.24.4
marine sediment	non-motile	no	Mucilaginibacter	lutimaris	BR-3
other	gliding	not indicated	Winogradskyella	ulvae	KMM 6390
other	__motile, but unspecified structure__	yes	Anaerosalibacter	bizertensis	C5BEL
seawater	flagella	no	Aliidiomarina	Taiwanensis	AIT1
soil	not indicated	yes	Sandaracinus	Amylolyticus	NOSO-4
hotspring	__motile, but unspecified structure__	yes	Brockia	lithotrophica	Kam1851
marine sediment	not indicated	yes	Streptomyces	glycovorans	YIM M 10366
marine sediment	not indicated	yes	Streptomyces	xishensis	YIM M 10378
marine sediment	not indicated	yes	Streptomyces	Abyssalis	YIM M 10400
plant associated	not indicated	no	Candida	tocantinsensis	UFMG=F16D1
plant associated	not indicated	not indicated	Wickerhamiella	pagnoccae	UFMG-F18C1
wastewater	flagella	no	Extensimonas	vulgaris	S4
marine sediment	gliding	no	Cellulophaga	geojensis	M-M6
seawater	non-motile	not indicated	Jannaschia	Aquimarina	GSW-M26
soil	flagella	yes	Planobispora	siamensis	A-T 4600
soil	not indicated	not indicated	Sinomonas	soli	CW 59
soil	non-motile	no	Microbacterium	Amylolyticum	N5
other	not indicated	no	Corynebacterium	deserti	GIMN1.010
hypersaline environment	non-motile	not indicated	Roseivivax	sediminis	YIM D21
plant associated	not indicated	yes	Kazachstania	ichnusensis	LCF 1675
seawater	__motile, but unspecified structure__	not indicated	Oceanitalea	nanhaiensis	JLT1488
soil	non-motile	not indicated	Belnapia	rosea	CPCC 100156
soil	flagella	yes	Paenibacillus	catalpae	D75
soil	non-motile	no	Arthrobacter	cupressi	D48
soil	not indicated	yes	Streptomyces	qinglanensis	172205
__freshwater (river, lake, pond)__	non-motile	no	Sphingobium	fontiphilum	Chen16-4
soil	non-motile	yes	Amycolatopsis	ruanii	NMG112
soil	non-motile	yes	Amycolatopsis	thermalba	SF45
seawater	non-motile	not indicated	Sinobacterium	caligoides	SCSWE24
soil	non-motile	not indicated	Granulicella	Arctica	MP5ACTX2
soil	non-motile	not indicated	Granulicella	mallensis	MP5ACTX8
soil	non-motile	not indicated	Granulicella	tundricola	MP5ACTX9
soil	non-motile	not indicated	Granulicella	sapmiensis	S6CTX5A
marine sediment	flagella	not indicated	Palaeococcus	pacificus	DY20341
estuarine sediment	flagella	no	Desulfobaculum	xiamenensis	P1
estuarine sediment	__motile, but unspecified structure__	no	Mangroviflexus	xiamenensis	P2
other	non-motile	no	Arenimonas	metalli	CF5-1
soil	__motile, but unspecified structure__	not indicated	Cellulomonas	carbonis	T26
other	__motile, but unspecified structure__	yes	Cohnella	cellulosilytica	FCN3-3
soil	non-motile	yes	Micromonospora	maritima	D10-9-5
hotspring	flagella	no	Albidovulum	xiamenense	YBY-7
hotspring	__motile, but unspecified structure__	no	Pleomorphobacterium	xiamenense	CLW
other	non-motile	not indicated	Actinotalea	ferrariae	CF5-4
plant associated	not indicated	no	Rhizobium	skierniewicense	Ch11
other	flagella	yes	Fuchsiella	Alkaliacetigena	Z-7100
soil	flagella	no	Herbaspirillum	canariense	SUEMI03
soil	flagella	no	Herbaspirillum	Aurantiacum	SUEMI08
soil	flagella	no	Herbaspirillum	soli	SUEMI10
other	gliding	not indicated	Gryllotalpicola	kribbensis	PU-02
other	gliding	not indicated	Gryllotalpicola	koreensis	RU-16
soil	flagella	no	Massilia	lurida	D5
soil	non-motile	no	Friedmanniella	flava	W6
soil	not indicated	yes	Actinoplanes	Atraurantiacus	Y16
other	not indicated	not indicated	Cryobacterium	luteum	Hh15
other	not indicated	not indicated	Cryobacterium	flavum	Hh8
plant associated	non-motile	not indicated	Enterococcus	plantarum	CCM 7889
soil	non-motile	no	Olivibacter	jilunii	14-2A
other	non-motile	not indicated	Ruegeria	halocynthiae	MA1-6
soil	non-motile	not indicated	Polaribacter	sejongensis	KOPRI 21160
plant associated	non-motile	not indicated	Luteimonas	cucumeris	Y4
human - mouth	not indicated	yes	Lachnoanaerobaculum	orale	N1
wastewater	flagella	no	Salimesophilobacter	vulgaris	Zn2
soil	non-motile	not indicated	Humitalea	rosea	W37
soil	non-motile	no	Pedobacter	ruber	W1
human - fecal	non-motile	not indicated	Methanomassiliicoccus	luminyensis	B10
food product	not indicated	not indicated	Lactobacillus	kimchiensis	L133
other	non-motile	no	Metallibacterium	scheffleri	DKE6
other	not indicated	no	Mycetocola	miduiensis	MD-T1-10-2
soil	non-motile	yes	Actinopolyspora	mzabensis	H55
seawater	non-motile	no	Marivita	hallyeonensis	DPG-28
